url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,menu_item,listed_in(type),listed_in(city),competition,sentiment_score,rate_norm,votes_norm,competition_norm,sentiment_norm,investment_score
https://www.zomato.com/hyderabad/14,"Road 22, Hitech City, Hyderabad",Hitech Restaurant 14,Yes,Yes,4.9,23741,+91 9438165011,Hitech City,Quick Bites,Paneer Butter Masala,Fast Food,1200,"[('Rated 3.5','Good food and service')]",Burger,Cafes,Hyderabad,14,1,1.0,0.949502647200385,0.7916666666666666,,
https://www.zomato.com/hyderabad/15,"Road 51, Tolichowki, Hyderabad",Tolichowki Restaurant 15,Yes,Yes,3.2,24556,+91 9544940013,Tolichowki,Casual Dining,Paneer Butter Masala,Chinese,600,"[('Rated 4.6','Good food and service')]",Haleem,Buffet,Hyderabad,25,1,0.0,0.9821915610460452,0.3333333333333333,,
https://www.zomato.com/hyderabad/16,"Road 33, Hitech City, Hyderabad",Hitech Restaurant 16,No,No,4.4,20094,+91 9794937594,Hitech City,Cafe,Coffee,South Indian,1500,"[('Rated 3.5','Good food and service')]",Chicken Biryani,Dine-out,Hyderabad,16,1,0.7058823529411765,0.8032247713781485,0.7083333333333334,,
https://www.zomato.com/hyderabad/17,"Road 70, Tolichowki, Hyderabad",Tolichowki Restaurant 17,Yes,Yes,3.8,14176,+91 9333880734,Tolichowki,Casual Dining,Burger,"Biryani, North Indian",800,"[('Rated 3.1','Good food and service')]",Paneer Butter Masala,Cafes,Hyderabad,17,1,0.352941176470588,0.5658591368522381,0.6666666666666666,,
https://www.zomato.com/hyderabad/18,"Road 41, Charminar, Hyderabad",Charminar Restaurant 18,Yes,No,4.6,3601,+91 9265831457,Charminar,Bakery,Haleem,"Biryani, North Indian",1200,"[('Rated 3.1','Good food and service')]",Chicken Biryani,Dine-out,Hyderabad,22,1,0.8235294117647055,0.14170543879351838,0.4583333333333333,,
https://www.zomato.com/hyderabad/19,"Road 20, Secunderabad, Hyderabad",Secunderabad Restaurant 19,Yes,No,4.2,15107,+91 9358818271,Secunderabad,Cafe,Masala Dosa,Fast Food,1200,"[('Rated 4.9','Good food and service')]",Burger,Dine-out,Hyderabad,14,1,0.588235294117647,0.6032007059201027,0.7916666666666666,,
https://www.zomato.com/hyderabad/20,"Road 28, Kondapur, Hyderabad",Kondapur Restaurant 20,Yes,No,4.3,11059,+91 9360235805,Kondapur,Casual Dining,Chicken Biryani,"Bakery, Desserts",400,"[('Rated 4.5','Good food and service')]",Coffee,Desserts,Hyderabad,33,1,0.6470588235294115,0.44083908230386654,0.0,,
https://www.zomato.com/hyderabad/21,"Road 4, Hitech City, Hyderabad",Hitech Restaurant 21,No,Yes,3.3,14081,+91 9668476501,Hitech City,Fine Dining,Chicken Biryani,"Biryani, North Indian",1000,"[('Rated 4.9','Good food and service')]",Chicken Biryani,Cafes,Hyderabad,30,1,0.05882352941176449,0.5620487726616397,0.125,,
https://www.zomato.com/hyderabad/22,"Road 54, Begumpet, Hyderabad",Begumpet Restaurant 22,Yes,Yes,3.9,14904,+91 9506453871,Begumpet,Cafe,Paneer Butter Masala,"Bakery, Desserts",1000,"[('Rated 4.3','Good food and service')]",Masala Dosa,Cafes,Hyderabad,19,1,0.41176470588235276,0.595058559281245,0.5833333333333334,,
https://www.zomato.com/hyderabad/23,"Road 38, Charminar, Hyderabad",Charminar Restaurant 23,No,Yes,4.9,6366,+91 9010226655,Charminar,Buffet,Haleem,"Cafe, Beverages",800,"[('Rated 4.4','Good food and service')]",Pizza,Dine-out,Hyderabad,22,1,1.0,0.25260709128830416,0.4583333333333333,,
https://www.zomato.com/hyderabad/24,"Road 30, Gachibowli, Hyderabad",Gachibowli Restaurant 24,Yes,No,4.2,9020,+91 9831746505,Gachibowli,Buffet,Haleem,Chinese,400,"[('Rated 4.0','Good food and service')]",Mutton Biryani,Desserts,Hyderabad,23,1,0.588235294117647,0.3590566340446013,0.4166666666666667,,
https://www.zomato.com/hyderabad/25,"Road 90, Banjara Hills, Hyderabad",Banjara Restaurant 25,No,No,3.9,20876,+91 9877085194,Banjara Hills,Fine Dining,Burger,Chinese,600,"[('Rated 4.8','Good food and service')]",Burger,Delivery,Hyderabad,20,1,0.41176470588235276,0.8345900850312851,0.5416666666666666,,
https://www.zomato.com/hyderabad/26,"Road 97, Hitech City, Hyderabad",Hitech Restaurant 26,Yes,No,3.2,4425,+91 9623248098,Hitech City,Casual Dining,Haleem,"Cafe, Beverages",500,"[('Rated 3.8','Good food and service')]",Burger,Dine-out,Hyderabad,14,1,0.0,0.17475533450986683,0.7916666666666666,,
https://www.zomato.com/hyderabad/27,"Road 78, Banjara Hills, Hyderabad",Banjara Restaurant 27,Yes,Yes,3.5,13615,+91 9834861648,Banjara Hills,Quick Bites,Burger,South Indian,800,"[('Rated 4.1','Good food and service')]",Chicken Biryani,Desserts,Hyderabad,28,1,0.176470588235294,0.5433579335793358,0.20833333333333334,,
https://www.zomato.com/hyderabad/28,"Road 33, Ameerpet, Hyderabad",Ameerpet Restaurant 28,No,Yes,4.7,22362,+91 9465587081,Ameerpet,Cafe,Paneer Butter Masala,"Cafe, Beverages",800,"[('Rated 3.8','Good food and service')]",Mutton Biryani,Desserts,Hyderabad,21,1,0.8823529411764705,0.8941922027915932,0.5,,
https://www.zomato.com/hyderabad/29,"Road 89, Miyapur, Hyderabad",Miyapur Restaurant 29,Yes,Yes,3.4,16095,+91 9285409980,Miyapur,Casual Dining,Masala Dosa,"Biryani, North Indian",1500,"[('Rated 4.6','Good food and service')]",Pizza,Delivery,Hyderabad,14,1,0.11764705882352924,0.6428284935023263,0.7916666666666666,,
https://www.zomato.com/hyderabad/30,"Road 25, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 30,No,Yes,3.6,6501,+91 9567519379,Dilsukhnagar,Casual Dining,Masala Dosa,Fast Food,1500,"[('Rated 4.8','Good food and service')]",Pizza,Cafes,Hyderabad,30,1,0.23529411764705874,0.2580218193486283,0.125,,
https://www.zomato.com/hyderabad/31,"Road 95, Hitech City, Hyderabad",Hitech Restaurant 31,No,Yes,4.5,22493,+91 9843391699,Hitech City,Bakery,Pizza,"Cafe, Beverages",400,"[('Rated 5.0','Good food and service')]",Paneer Butter Masala,Desserts,Hyderabad,14,1,0.764705882352941,0.8994464944649446,0.7916666666666666,,
https://www.zomato.com/hyderabad/32,"Road 45, Banjara Hills, Hyderabad",Banjara Restaurant 32,No,No,4.3,10862,+91 9912422027,Banjara Hills,Bakery,Chicken Biryani,"Cafe, Beverages",400,"[('Rated 3.2','Good food and service')]",Haleem,Cafes,Hyderabad,17,1,0.6470588235294115,0.4329375902454677,0.6666666666666666,,
https://www.zomato.com/hyderabad/33,"Road 62, Begumpet, Hyderabad",Begumpet Restaurant 33,Yes,Yes,4.3,21966,+91 9501694306,Begumpet,Cafe,Pizza,Fast Food,1200,"[('Rated 4.3','Good food and service')]",Paneer Butter Masala,Desserts,Hyderabad,30,1,0.6470588235294115,0.8783090004813091,0.125,,
https://www.zomato.com/hyderabad/34,"Road 100, Miyapur, Hyderabad",Miyapur Restaurant 34,No,Yes,3.9,14530,+91 9870423708,Miyapur,Buffet,Mutton Biryani,"Cafe, Beverages",400,"[('Rated 4.1','Good food and service')]",Coffee,Desserts,Hyderabad,17,1,0.41176470588235276,0.5800577570993102,0.6666666666666666,,
https://www.zomato.com/hyderabad/35,"Road 68, LB Nagar, Hyderabad",LB Restaurant 35,Yes,Yes,3.4,7604,+91 9355054766,LB Nagar,Bakery,Coffee,"Cafe, Beverages",300,"[('Rated 3.4','Good food and service')]",Burger,Desserts,Hyderabad,14,1,0.11764705882352924,0.30226215305631315,0.7916666666666666,,
https://www.zomato.com/hyderabad/36,"Road 63, Kukatpally, Hyderabad",Kukatpally Restaurant 36,Yes,No,3.6,19320,+91 9411201493,Kukatpally,Cafe,Masala Dosa,"Cafe, Beverages",300,"[('Rated 3.9','Good food and service')]",Haleem,Dine-out,Hyderabad,18,1,0.23529411764705874,0.7721803304989572,0.625,,
https://www.zomato.com/hyderabad/37,"Road 44, Banjara Hills, Hyderabad",Banjara Restaurant 37,Yes,Yes,3.5,4209,+91 9300761523,Banjara Hills,Cafe,Mutton Biryani,South Indian,400,"[('Rated 4.0','Good food and service')]",Haleem,Cafes,Hyderabad,28,1,0.176470588235294,0.16609176961334832,0.20833333333333334,,
https://www.zomato.com/hyderabad/38,"Road 49, Kondapur, Hyderabad",Kondapur Restaurant 38,No,Yes,3.6,12561,+91 9277397658,Kondapur,Casual Dining,Masala Dosa,Fast Food,1500,"[('Rated 3.7','Good food and service')]",Masala Dosa,Dine-out,Hyderabad,20,1,0.23529411764705874,0.5010829456120648,0.5416666666666666,,
https://www.zomato.com/hyderabad/39,"Road 58, Banjara Hills, Hyderabad",Banjara Restaurant 39,Yes,No,4.3,19758,+91 9456656776,Banjara Hills,Fine Dining,Coffee,"Mughlai, Biryani",1000,"[('Rated 3.7','Good food and service')]",Masala Dosa,Cafes,Hyderabad,19,1,0.6470588235294115,0.7897481148724531,0.5833333333333334,,
https://www.zomato.com/hyderabad/40,"Road 17, Miyapur, Hyderabad",Miyapur Restaurant 40,No,Yes,3.8,2239,+91 9146992448,Miyapur,Casual Dining,Paneer Butter Masala,Chinese,500,"[('Rated 4.7','Good food and service')]",Coffee,Delivery,Hyderabad,21,1,0.352941176470588,0.08707684902935986,0.5,,
https://www.zomato.com/hyderabad/41,"Road 89, Begumpet, Hyderabad",Begumpet Restaurant 41,No,Yes,3.9,21957,+91 9055537045,Begumpet,Buffet,Coffee,Chinese,300,"[('Rated 4.7','Good food and service')]",Mutton Biryani,Cafes,Hyderabad,18,1,0.41176470588235276,0.8779480186106209,0.625,,
https://www.zomato.com/hyderabad/42,"Road 74, Ameerpet, Hyderabad",Ameerpet Restaurant 42,No,Yes,4.3,4843,+91 9075852067,Ameerpet,Cafe,Burger,"Bakery, Desserts",800,"[('Rated 3.2','Good food and service')]",Masala Dosa,Dine-out,Hyderabad,20,1,0.6470588235294115,0.19152093694849992,0.5416666666666666,,
https://www.zomato.com/hyderabad/43,"Road 99, Jubilee Hills, Hyderabad",Jubilee Restaurant 43,No,Yes,3.6,4637,+91 9403507132,Jubilee Hills,Casual Dining,Coffee,Chinese,800,"[('Rated 3.3','Good food and service')]",Pizza,Buffet,Hyderabad,17,1,0.23529411764705874,0.18325846301941282,0.6666666666666666,,
https://www.zomato.com/hyderabad/44,"Road 31, Secunderabad, Hyderabad",Secunderabad Restaurant 44,Yes,Yes,3.6,20767,+91 9090818328,Secunderabad,Buffet,Paneer Butter Masala,"Cafe, Beverages",500,"[('Rated 4.6','Good food and service')]",Paneer Butter Masala,Cafes,Hyderabad,19,1,0.23529411764705874,0.8302181934862827,0.5833333333333334,,
https://www.zomato.com/hyderabad/45,"Road 91, Madhapur, Hyderabad",Madhapur Restaurant 45,No,No,3.3,21893,+91 9111551397,Madhapur,Quick Bites,Haleem,Chinese,600,"[('Rated 3.5','Good food and service')]",Mutton Biryani,Delivery,Hyderabad,14,1,0.05882352941176449,0.8753810364190598,0.7916666666666666,,
https://www.zomato.com/hyderabad/46,"Road 33, Banjara Hills, Hyderabad",Banjara Restaurant 46,No,Yes,3.5,19256,+91 9203531225,Banjara Hills,Buffet,Mutton Biryani,"Cafe, Beverages",1200,"[('Rated 3.1','Good food and service')]",Masala Dosa,Desserts,Hyderabad,17,1,0.176470588235294,0.7696133483073961,0.6666666666666666,,
https://www.zomato.com/hyderabad/47,"Road 51, Begumpet, Hyderabad",Begumpet Restaurant 47,Yes,Yes,3.7,5128,+91 9692704253,Begumpet,Fine Dining,Haleem,Chinese,500,"[('Rated 4.4','Good food and service')]",Paneer Butter Masala,Delivery,Hyderabad,18,1,0.2941176470588235,0.2029520295202952,0.625,,
https://www.zomato.com/hyderabad/48,"Road 3, Dilsukhnagar, Hyderabad",Dilsukhnagar Restaurant 48,Yes,No,3.8,16662,+91 9135726147,Dilsukhnagar,Quick Bites,Mutton Biryani,Fast Food,1000,"[('Rated 4.1','Good food and service')]",Haleem,Desserts,Hyderabad,30,1,0.352941176470588,0.6655703513556874,0.125,,
https://www.zomato.com/hyderabad/49,"Road 7, Banjara Hills, Hyderabad",Banjara Restaurant 49,Yes,No,4.5,17777,+91 9239644095,Banjara Hills,Casual Dining,Mutton Biryani,"Mughlai, Biryani",1500,"[('Rated 3.1','Good food and service')]",Burger,Buffet,Hyderabad,19,1,0.764705882352941,0.7102919942242901,0.5833333333333334,,
https://www.zomato.com/hyderabad/50,"Road 9, Gachibowli, Hyderabad",Gachibowli Restaurant 50,Yes,Yes,4.1,8141,+91 9531215906,Gachibowli,Bakery,Paneer Butter Masala,"Cafe, Beverages",500,"[('Rated 3.9','Good food and service')]",Burger,Buffet,Hyderabad,20,1,0.529411764705882,0.3238007380073801,0.5416666666666666,,
https://www.zomato.com/hyderabad/51,"Road 70, Kondapur, Hyderabad",Kondapur Restaurant 51,No,No,3.9,1321,+91 9088873845,Kondapur,Casual Dining,Chicken Biryani,Fast Food,600,"[('Rated 4.6','Good food and service')]",Pizza,Delivery,Hyderabad,20,1,0.41176470588235276,0.050256698219156105,0.5416666666666666,,
https://www.zomato.com/hyderabad/52,"Road 64, Begumpet, Hyderabad",Begumpet Restaurant 52,No,No,4.0,12770,+91 9453223818,Begumpet,Fine Dining,Masala Dosa,Chinese,1200,"[('Rated 3.5','Good food and service')]",Mutton Biryani,Cafes,Hyderabad,18,1,0.4705882352941175,0.5094657468313813,0.625,,
https://www.zomato.com/hyderabad/53,"Road 4, Kukatpally, Hyderabad",Kukatpally Restaurant 53,No,No,4.0,2816,+91 9663225868,Kukatpally,Cafe,Burger,"Cafe, Beverages",500,"[('Rated 3.1','Good food and service')]",Haleem,Cafes,Hyderabad,18,1,0.4705882352941175,0.11021979785015242,0.625,,
https://www.zomato.com/hyderabad/54,"Road 79, Banjara Hills, Hyderabad",Banjara Restaurant 54,No,Yes,4.5,7076,+91 9425685478,Banjara Hills,Fine Dining,Chicken Biryani,"Biryani, North Indian",1000,"[('Rated 3.6','Good food and service')]",Chicken Biryani,Cafes,Hyderabad,26,1,0.764705882352941,0.2810845499759345,0.2916666666666667,,
https://www.zomato.com/hyderabad/55,"Road 68, Hitech City, Hyderabad",Hitech Restaurant 55,Yes,Yes,4.4,18105,+91 9125615082,Hitech City,Bakery,Chicken Biryani,"Biryani, North Indian",300,"[('Rated 3.3','Good food and service')]",Haleem,Cafes,Hyderabad,30,1,0.7058823529411765,0.7234477779560404,0.125,,
https://www.zomato.com/hyderabad/56,"Road 57, Miyapur, Hyderabad",Miyapur Restaurant 56,No,No,4.4,21016,+91 9955406728,Miyapur,Fine Dining,Paneer Butter Masala,"Bakery, Desserts",1200,"[('Rated 3.9','Good food and service')]",Burger,Delivery,Hyderabad,18,1,0.7058823529411765,0.8402053585753249,0.625,,
https://www.zomato.com/hyderabad/57,"Road 65, Secunderabad, Hyderabad",Secunderabad Restaurant 57,No,Yes,4.8,6319,+91 9423886812,Secunderabad,Casual Dining,Coffee,"Mughlai, Biryani",300,"[('Rated 4.1','Good food and service')]",Mutton Biryani,Dine-out,Hyderabad,12,1,0.941176470588235,0.25072196374137656,0.875,,
https://www.zomato.com/hyderabad/58,"Road 99, Charminar, Hyderabad",Charminar Restaurant 58,Yes,No,4.5,11538,+91 9614920612,Charminar,Casual Dining,Haleem,Chinese,1500,"[('Rated 3.4','Good food and service')]",Coffee,Delivery,Hyderabad,18,1,0.764705882352941,0.4600513396438312,0.625,,
https://www.zomato.com/hyderabad/59,"Road 5, Gachibowli, Hyderabad",Gachibowli Restaurant 59,No,Yes,4.2,11063,+91 9998132148,Gachibowli,Fine Dining,Haleem,Fast Food,1000,"[('Rated 4.2','Good food and service')]",Coffee,Dine-out,Hyderabad,23,1,0.588235294117647,0.4409995186908391,0.4166666666666667,,
https://www.zomato.com/hyderabad/60,"Road 79, Begumpet, Hyderabad",Begumpet Restaurant 60,Yes,No,3.4,23543,+91 9240427006,Begumpet,Bakery,Coffee,Fast Food,400,"[('Rated 3.1','Good food and service')]",Paneer Butter Masala,Desserts,Hyderabad,30,1,0.11764705882352924,0.941561046045243,0.125,,
https://www.zomato.com/hyderabad/61,"Road 42, Ameerpet, Hyderabad",Ameerpet Restaurant 61,No,No,4.0,5679,+91 9510616321,Ameerpet,Cafe,Masala Dosa,Chinese,400,"[('Rated 4.4','Good food and service')]",Burger,Dine-out,Hyderabad,18,1,0.4705882352941175,0.22505214182576608,0.625,,
https://www.zomato.com/hyderabad/62,"Road 14, Miyapur, Hyderabad",Miyapur Restaurant 62,No,Yes,3.6,4970,+91 9442671564,Miyapur,Cafe,Mutton Biryani,"Mughlai, Biryani",500,"[('Rated 4.7','Good food and service')]",Chicken Biryani,Cafes,Hyderabad,19,1,0.23529411764705874,0.19661479223487888,0.5833333333333334,,
https://www.zomato.com/hyderabad/63,"Road 98, Charminar, Hyderabad",Charminar Restaurant 63,Yes,No,4.9,22948,+91 9257499070,Charminar,Fine Dining,Mutton Biryani,Chinese,1000,"[('Rated 3.8','Good food and service')]",Pizza,Desserts,Hyderabad,18,1,1.0,0.917696133483074,0.625,,
https://www.zomato.com/hyderabad/64,"Road 84, Hitech City, Hyderabad",Hitech Restaurant 64,No,Yes,4.7,10443,+91 9166271533,Hitech City,Bakery,Masala Dosa,"Bakery, Desserts",1500,"[('Rated 3.6','Good food and service')]",Paneer Butter Masala,Desserts,Hyderabad,16,1,0.8823529411764705,0.41613187871009144,0.7083333333333334,,
https://www.zomato.com/hyderabad/65,"Road 98, Begumpet, Hyderabad",Begumpet Restaurant 65,Yes,Yes,4.7,1099,+91 9255119210,Begumpet,Fine Dining,Masala Dosa,Chinese,300,"[('Rated 3.2','Good food and service')]",Masala Dosa,Delivery,Hyderabad,18,1,0.8823529411764705,0.041352478742178726,0.625,,
https://www.zomato.com/hyderabad/66,"Road 91, Banjara Hills, Hyderabad",Banjara Restaurant 66,Yes,No,3.4,23418,+91 9505838084,Banjara Hills,Buffet,Masala Dosa,"Mughlai, Biryani",300,"[('Rated 3.4','Good food and service')]",Coffee,Desserts,Hyderabad,19,1,0.11764705882352924,0.9365474089523504,0.5833333333333334,,
https://www.zomato.com/hyderabad/67,"Road 9, Madhapur, Hyderabad",Madhapur Restaurant 67,No,Yes,3.6,3098,+91 9658362110,Madhapur,Quick Bites,Masala Dosa,South Indian,800,"[('Rated 4.6','Good food and service')]",Haleem,Dine-out,Hyderabad,21,1,0.23529411764705874,0.12153056313171827,0.5,,
https://www.zomato.com/hyderabad/68,"Road 76, Ameerpet, Hyderabad",Ameerpet Restaurant 68,Yes,No,3.9,24001,+91 9059282189,Ameerpet,Cafe,Coffee,Chinese,1500,"[('Rated 4.1','Good food and service')]",Chicken Biryani,Cafes,Hyderabad,18,1,0.41176470588235276,0.9599310123536018,0.625,,
https://www.zomato.com/hyderabad/69,"Road 23, LB Nagar, Hyderabad",LB Restaurant 69,No,No,4.4,11643,+91 9009758059,LB Nagar,Quick Bites,Haleem,South Indian,500,"[('Rated 4.1','Good food and service')]",Masala Dosa,Delivery,Hyderabad,14,1,0.7058823529411765,0.46426279480186106,0.7916666666666666,,
https://www.zomato.com/hyderabad/70,"Road 23, Tolichowki, Hyderabad",Tolichowki Restaurant 70,Yes,Yes,4.8,7636,+91 9341584886,Tolichowki,Fine Dining,Paneer Butter Masala,Chinese,300,"[('Rated 4.6','Good food and service')]",Burger,Cafes,Hyderabad,25,1,0.941176470588235,0.3035456441520937,0.3333333333333333,,
https://www.zomato.com/hyderabad/71,"Road 23, Jubilee Hills, Hyderabad",Jubilee Restaurant 71,Yes,No,4.2,11429,+91 9369173198,Jubilee Hills,Cafe,Chicken Biryani,"Biryani, North Indian",600,"[('Rated 3.6','Good food and service')]",Paneer Butter Masala,Cafes,Hyderabad,25,1,0.588235294117647,0.4556794480988288,0.3333333333333333,,
https://www.zomato.com/hyderabad/72,"Road 2, Begumpet, Hyderabad",Begumpet Restaurant 72,No,No,4.6,10306,+91 9048367021,Begumpet,Bakery,Haleem,"Cafe, Beverages",1000,"[('Rated 3.6','Good food and service')]",Haleem,Dine-out,Hyderabad,19,1,0.8235294117647055,0.4106369324562811,0.5833333333333334,,
https://www.zomato.com/hyderabad/73,"Road 5, Hitech City, Hyderabad",Hitech Restaurant 73,No,No,3.9,18162,+91 9927216214,Hitech City,Cafe,Masala Dosa,Chinese,300,"[('Rated 3.3','Good food and service')]",Masala Dosa,Dine-out,Hyderabad,19,1,0.41176470588235276,0.7257339964703995,0.5833333333333334,,
https://www.zomato.com/hyderabad/74,"Road 2, LB Nagar, Hyderabad",LB Restaurant 74,No,Yes,3.4,22759,+91 9922025855,LB Nagar,Quick Bites,Pizza,South Indian,300,"[('Rated 4.5','Good food and service')]",Paneer Butter Masala,Desserts,Hyderabad,14,1,0.11764705882352924,0.9101155141986202,0.7916666666666666,,
https://www.zomato.com/hyderabad/75,"Road 43, Tolichowki, Hyderabad",Tolichowki Restaurant 75,Yes,Yes,4.4,4526,+91 9463344814,Tolichowki,Cafe,Chicken Biryani,"Mughlai, Biryani",300,"[('Rated 3.2','Good food and service')]",Masala Dosa,Cafes,Hyderabad,21,1,0.7058823529411765,0.17880635328092412,0.5,,
https://www.zomato.com/hyderabad/76,"Road 73, Hitech City, Hyderabad",Hitech Restaurant 76,Yes,No,3.8,22758,+91 9189589229,Hitech City,Buffet,Pizza,Chinese,300,"[('Rated 4.9','Good food and service')]",Burger,Buffet,Hyderabad,19,1,0.352941176470588,0.9100754051018771,0.5833333333333334,,
https://www.zomato.com/hyderabad/77,"Road 6, Ameerpet, Hyderabad",Ameerpet Restaurant 77,No,No,4.2,5750,+91 9994680773,Ameerpet,Buffet,Burger,Fast Food,300,"[('Rated 3.5','Good food and service')]",Paneer Butter Masala,Dine-out,Hyderabad,24,1,0.588235294117647,0.22789988769452912,0.375,,
https://www.zomato.com/hyderabad/78,"Road 15, Banjara Hills, Hyderabad",Banjara Restaurant 78,Yes,Yes,3.2,21832,+91 9220176799,Banjara Hills,Buffet,Burger,"Biryani, North Indian",300,"[('Rated 4.6','Good food and service')]",Burger,Delivery,Hyderabad,26,1,0.0,0.8729343815177282,0.2916666666666667,,
https://www.zomato.com/hyderabad/79,"Road 89, Kondapur, Hyderabad",Kondapur Restaurant 79,No,No,4.0,23431,+91 9791344154,Kondapur,Quick Bites,Mutton Biryani,Chinese,800,"[('Rated 4.2','Good food and service')]",Burger,Cafes,Hyderabad,22,1,0.4705882352941175,0.9370688272100113,0.4583333333333333,,
https://www.zomato.com/hyderabad/80,"Road 1, Secunderabad, Hyderabad",Secunderabad Restaurant 80,No,Yes,3.7,13293,+91 9524447182,Secunderabad,Fine Dining,Coffee,"Biryani, North Indian",1200,"[('Rated 4.9','Good food and service')]",Coffee,Desserts,Hyderabad,25,1,0.2941176470588235,0.5304428044280443,0.3333333333333333,,
