url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,menu_item,listed_in(type),listed_in(city)
https://www.zomato.com/hyderabad/86,"Road 6, Charminar, Hyderabad",Charminar Restaurant 86,Yes,Yes,3.6/5,9264,+91 9695878066,Charminar,Buffet,Burger,"Cafe, Beverages",1200,"[('Rated 4.9','Good food and service')]",Burger,Desserts,Hyderabad
https://www.zomato.com/hyderabad/87,"Road 7, Charminar, Hyderabad",Charminar Restaurant 87,No,No,3.9/5,23239,+91 9982208531,Charminar,Fine Dining,Pizza,"Cafe, Beverages",400,"[('Rated 4.5','Good food and service')]",Coffee,Buffet,Hyderabad
https://www.zomato.com/hyderabad/88,"Road 100, Miyapur, Hyderabad",Miyapur Restaurant 88,Yes,No,4.1/5,13817,+91 9126570422,Miyapur,Bakery,Chicken Biryani,Fast Food,1000,"[('Rated 4.8','Good food and service')]",Coffee,Dine-out,Hyderabad
https://www.zomato.com/hyderabad/89,"Road 43, Madhapur, Hyderabad",Madhapur Restaurant 89,No,No,4.7/5,16773,+91 9119596706,Madhapur,Casual Dining,Mutton Biryani,"Biryani, North Indian",300,"[('Rated 3.4','Good food and service')]",Paneer Butter Masala,Cafes,Hyderabad
https://www.zomato.com/hyderabad/90,"Road 7, Charminar, Hyderabad",Charminar Restaurant 90,No,Yes,4.0/5,13078,+91 9863233594,Charminar,Casual Dining,Chicken Biryani,"Bakery, Desserts",1000,"[('Rated 4.1','Good food and service')]",Coffee,Cafes,Hyderabad
https://www.zomato.com/hyderabad/91,"Road 8, Charminar, Hyderabad",Charminar Restaurant 91,No,No,4.5/5,22954,+91 9944775194,Charminar,Bakery,Haleem,"Mughlai, Biryani",1500,"[('Rated 3.3','Good food and service')]",Haleem,Buffet,Hyderabad
https://www.zomato.com/hyderabad/92,"Road 100, LB Nagar, Hyderabad",LB Restaurant 92,No,Yes,3.6/5,16258,+91 9532054187,LB Nagar,Fine Dining,Coffee,"Biryani, North Indian",1500,"[('Rated 4.3','Good food and service')]",Paneer Butter Masala,Desserts,Hyderabad
https://www.zomato.com/hyderabad/93,"Road 100, Secunderabad, Hyderabad",Secunderabad Restaurant 93,Yes,Yes,3.8/5,14991,+91 9078297667,Secunderabad,Fine Dining,Mutton Biryani,"Biryani, North Indian",800,"[('Rated 3.7','Good food and service')]",Pizza,Desserts,Hyderabad
https://www.zomato.com/hyderabad/94,"Road 23, Tolichowki, Hyderabad",Tolichowki Restaurant 94,No,Yes,4.9/5,9414,+91 9990516642,Tolichowki,Bakery,Paneer Butter Masala,"Mughlai, Biryani",1500,"[('Rated 3.9','Good food and service')]",Chicken Biryani,Cafes,Hyderabad
https://www.zomato.com/hyderabad/95,"Road 7, Begumpet, Hyderabad",Begumpet Restaurant 95,No,Yes,4.1/5,8738,+91 9749300385,Begumpet,Cafe,Paneer Butter Masala,Chinese,300,"[('Rated 3.5','Good food and service')]",Paneer Butter Masala,Delivery,Hyderabad
https://www.zomato.com/hyderabad/96,"Road 96, LB Nagar, Hyderabad",LB Restaurant 96,No,Yes,3.4/5,17682,+91 9598087763,LB Nagar,Fine Dining,Mutton Biryani,"Biryani, North Indian",1000,"[('Rated 3.1','Good food and service')]",Paneer Butter Masala,Buffet,Hyderabad
https://www.zomato.com/hyderabad/97,"Road 74, Kukatpally, Hyderabad",Kukatpally Restaurant 97,Yes,No,3.9/5,15004,+91 9009507695,Kukatpally,Cafe,Burger,South Indian,1200,"[('Rated 4.3','Good food and service')]",Burger,Dine-out,Hyderabad
